"","Reporter","ReporterISO","Partner","PartnerISO","Year","ttl_val"
"211","Bulgaria","BGR","World","WLD",1998,4292926720
"212","Belarus","BLR","World","WLD",1998,8549278208
"213","Belarus","BLR","World","WLD",1998,7069717504
"214","Canada","CAN","World","WLD",1998,201372549120
"215","Canada","CAN","World","WLD",1998,214606348288
"216","Cabo Verde","CPV","World","WLD",1998,231102352
"217","Cabo Verde","CPV","World","WLD",1998,46710648
"218","Cabo Verde","CPV","World","WLD",1998,33264498
"219","Central African Rep.","CAF","World","WLD",1998,117097784
"220","Central African Rep.","CAF","World","WLD",1998,106264048
"221","Chile","CHL","World","WLD",1998,17082405888
"222","Chile","CHL","World","WLD",1998,14841618432
"223","China","CHN","World","WLD",1998,140236767232
"224","China","CHN","World","WLD",1998,183808983040
"225","Colombia","COL","World","WLD",1998,14677125120
"226","Colombia","COL","World","WLD",1998,10821222400
"227","Costa Rica","CRI","World","WLD",1998,6237100032
"228","Costa Rica","CRI","World","WLD",1998,5151279104
"229","Croatia","HRV","World","WLD",1998,8383010304
"230","Croatia","HRV","World","WLD",1998,4541103616
"231","Cyprus","CYP","World","WLD",1998,3686276608
"232","Cyprus","CYP","World","WLD",1998,1061851200
"233","Cyprus","CYP","World","WLD",1998,635570432
"234","Czechia","CZE","World","WLD",1998,30524192768
"235","Czechia","CZE","World","WLD",1998,28305768448
"236","Benin","BEN","World","WLD",1998,807020032
"237","Benin","BEN","World","WLD",1998,332872640
"238","Benin","BEN","World","WLD",1998,135674784
"239","Denmark","DNK","World","WLD",1998,45700681728
"240","Denmark","DNK","World","WLD",1998,47709990912
"241","Ecuador","ECU","World","WLD",1998,5575400448
"242","Ecuador","ECU","World","WLD",1998,4203045888
"243","El Salvador","SLV","World","WLD",1998,3108029184
"244","El Salvador","SLV","World","WLD",1998,1257067008
"245","Estonia","EST","World","WLD",1998,4786737664
"246","Estonia","EST","World","WLD",1998,3244834048
"247","Faeroe Isds","FRO","World","WLD",1998,378312224
"248","Faeroe Isds","FRO","World","WLD",1998,430419552
"249","Finland","FIN","World","WLD",1998,32394584064
"250","Finland","FIN","World","WLD",1998,43210153984
"251","France","FRA","World","WLD",1998,286035836928
"252","France","FRA","World","WLD",1998,300571066368
"253","French Polynesia","PYF","World","WLD",1998,1107377024
"254","French Polynesia","PYF","World","WLD",1998,252081760
"255","Gabon","GAB","World","WLD",1998,1209275733
"256","Gabon","GAB","World","WLD",1998,2602773532
"257","Georgia","GEO","World","WLD",1998,880380304
"258","Georgia","GEO","World","WLD",1998,192322511
"259","Gambia","GMB","World","WLD",1998,257190352
"260","Gambia","GMB","World","WLD",1998,25635162
"261","Gambia","GMB","World","WLD",1998,4741630
"262","Germany","DEU","World","WLD",1998,471226318848
"263","Germany","DEU","World","WLD",1998,543555256320
"264","Greece","GRC","World","WLD",1998,30266642432
"265","Greece","GRC","World","WLD",1998,10867735552
"266","Greenland","GRL","World","WLD",1998,397319328
"267","Greenland","GRL","World","WLD",1998,255289392
"268","Guatemala","GTM","World","WLD",1998,4650830336
"269","Guatemala","GTM","World","WLD",1998,2581669632
"270","Guinea","GIN","World","WLD",1998,536579328
"271","Guinea","GIN","World","WLD",1998,562858688
"272","Guyana","GUY","World","WLD",1998,539803000
"273","Guyana","GUY","World","WLD",1998,501588000
"274","Honduras","HND","World","WLD",1998,2533953792
"275","Honduras","HND","World","WLD",1998,1532791424
"276","China, Hong Kong SAR","HKG","World","WLD",1998,186759283447
"277","China, Hong Kong SAR","HKG","World","WLD",1998,174863528638
"278","China, Hong Kong SAR","HKG","World","WLD",1998,150276129239
"279","Hungary","HUN","World","WLD",1998,25706391552
"280","Hungary","HUN","World","WLD",1998,23005022208
"281","Iceland","ISL","World","WLD",1998,2482828032
"282","Iceland","ISL","World","WLD",1998,1931225472
"283","Indonesia","IDN","World","WLD",1998,27336828928
"284","Indonesia","IDN","World","WLD",1998,48847519744
"285","Iran","IRN","World","WLD",1998,14285524759
"286","Iran","IRN","World","WLD",1998,13241061980
"287","Ireland","IRL","World","WLD",1998,44378009600
"288","Ireland","IRL","World","WLD",1998,64246931456
"289","Israel","ISR","World","WLD",1998,27468924928
"290","Israel","ISR","World","WLD",1998,23303550976
"291","Italy","ITA","World","WLD",1998,215590076416
"292","Italy","ITA","World","WLD",1998,242102206464
"293","Jamaica","JAM","World","WLD",1998,2985440512
"294","Jamaica","JAM","World","WLD",1998,1265907840
"295","Jamaica","JAM","World","WLD",1998,50392680
"296","Japan","JPN","World","WLD",1998,280633850895
"297","Japan","JPN","World","WLD",1998,388136156315
"298","Kazakhstan","KAZ","World","WLD",1998,4256615424
"299","Kazakhstan","KAZ","World","WLD",1998,5403772928
"300","Jordan","JOR","World","WLD",1998,3828449280
"301","Jordan","JOR","World","WLD",1998,1382345088
"302","Kenya","KEN","World","WLD",1998,3301758976
"303","Kenya","KEN","World","WLD",1998,1916634752
"304","Rep. of Korea","KOR","World","WLD",1998,93280911360
"305","Rep. of Korea","KOR","World","WLD",1998,132302323712
"306","Lebanon","LBN","World","WLD",1998,7053862912
"307","Lebanon","LBN","World","WLD",1998,660939840
"308","Latvia","LVA","World","WLD",1998,3191363072
"309","Latvia","LVA","World","WLD",1998,1811128064
"310","Lithuania","LTU","World","WLD",1998,5793748992
"311","Lithuania","LTU","World","WLD",1998,3710731520
"312","China, Macao SAR","MAC","World","WLD",1998,1947667072
"313","China, Macao SAR","MAC","World","WLD",1998,2134607360
"314","China, Macao SAR","MAC","World","WLD",1998,272331936
"315","Madagascar","MDG","World","WLD",1998,556789568
"316","Madagascar","MDG","World","WLD",1998,234558096
"317","Malaysia","MYS","World","WLD",1998,57759420674
"318","Malaysia","MYS","World","WLD",1998,73254221383
"319","Maldives","MDV","World","WLD",1998,353963520
"320","Maldives","MDV","World","WLD",1998,74625744
"321","Mali","MLI","World","WLD",1998,834329344
"322","Mali","MLI","World","WLD",1998,446843808
"323","Mali","MLI","World","WLD",1998,25514468
"324","Malta","MLT","World","WLD",1998,2666498816
"325","Malta","MLT","World","WLD",1998,1832752768
"326","Malta","MLT","World","WLD",1998,121422248
"327","Mauritius","MUS","World","WLD",1998,2182512896
"328","Mauritius","MUS","World","WLD",1998,1700374528
"329","Mexico","MEX","World","WLD",1998,125323755520
"330","Mexico","MEX","World","WLD",1998,117325348864
"331","Mongolia","MNG","World","WLD",1998,488870432
"332","Mongolia","MNG","World","WLD",1998,345071808
"333","Nepal","NPL","World","WLD",1998,1313165952
"334","Nepal","NPL","World","WLD",1998,408728512
"335","Netherlands","NLD","World","WLD",1998,156727887912
"336","Netherlands","NLD","World","WLD",1998,167595517225
"337","Neth. Antilles","ANT","World","WLD",1998,2061864192
"338","Neth. Antilles","ANT","World","WLD",1998,1169209856
"339","New Zealand","NZL","World","WLD",1998,11334582272
"340","New Zealand","NZL","World","WLD",1998,12087535616
"341","Nicaragua","NIC","World","WLD",1998,1532107904
"342","Nicaragua","NIC","World","WLD",1998,552822912
"343","Niger","NER","World","WLD",1998,419976896
"344","Niger","NER","World","WLD",1998,336788800
"345","Niger","NER","World","WLD",1998,138168144
"346","Norway","NOR","World","WLD",1998,37477687296
"347","Norway","NOR","World","WLD",1998,40401838080
"348","Panama","PAN","World","WLD",1998,3397274624
"349","Panama","PAN","World","WLD",1998,705456704
"350","Paraguay","PRY","World","WLD",1998,2896688384
"351","Paraguay","PRY","World","WLD",1998,1014102656
"352","Peru","PER","World","WLD",1998,8220255744
"353","Peru","PER","World","WLD",1998,5671803904
"354","Poland","POL","World","WLD",1998,47003859000
"355","Poland","POL","World","WLD",1998,28193638000
"356","Portugal","PRT","World","WLD",1998,37048459264
"357","Portugal","PRT","World","WLD",1998,24217868288
"358","Romania","ROU","World","WLD",1998,11835426816
"359","Romania","ROU","World","WLD",1998,8300932096
"360","Russian Federation","RUS","World","WLD",1998,43711339493
"361","Russian Federation","RUS","World","WLD",1998,72275585466
"362","Saint Vincent and the Grenadines","VCT","World","WLD",1998,192106912
"363","Saint Vincent and the Grenadines","VCT","World","WLD",1998,49645860
"364","Saint Vincent and the Grenadines","VCT","World","WLD",1998,2906036
"365","Senegal","SEN","World","WLD",1998,1573858432
"366","Senegal","SEN","World","WLD",1998,517367616
"367","Seychelles","SYC","World","WLD",1998,383657010
"368","Seychelles","SYC","World","WLD",1998,121531181
"369","Seychelles","SYC","World","WLD",1998,31461302
"370","India","IND","World","WLD",1998,42424950784
"371","India","IND","World","WLD",1998,33207324672
"372","India","IND","World","WLD",1998,97754192
"373","Singapore","SGP","World","WLD",1998,101731540992
"374","Singapore","SGP","World","WLD",1998,109904936960
"375","Slovakia","SVK","World","WLD",1998,13070530560
"376","Slovakia","SVK","World","WLD",1998,10718081024
"377","Slovenia","SVN","World","WLD",1998,10110369792
"378","Slovenia","SVN","World","WLD",1998,9050524672
"379","So. African Customs Union","ZAF","World","WLD",1998,26624038912
"380","So. African Customs Union","ZAF","World","WLD",1998,19586019328
"381","Spain","ESP","World","WLD",1998,134522634240
"382","Spain","ESP","World","WLD",1998,109251190784
"383","Sweden","SWE","World","WLD",1998,68606316544
"384","Sweden","SWE","World","WLD",1998,84991770624
"385","Switzerland","CHE","World","WLD",1998,80094044160
"386","Switzerland","CHE","World","WLD",1998,78855643136
"387","Togo","TGO","World","WLD",1998,686900672
"388","Togo","TGO","World","WLD",1998,393420480
"389","Togo","TGO","World","WLD",1998,105185112
"390","Turkey","TUR","World","WLD",1998,45908185088
"391","Turkey","TUR","World","WLD",1998,26881361920
"392","Tuvalu","TUV","World","WLD",1998,10235740
"393","Uganda","UGA","World","WLD",1998,1105467776
"394","Uganda","UGA","World","WLD",1998,509850848
"395","North Macedonia","MKD","World","WLD",1998,1914646016
"396","North Macedonia","MKD","World","WLD",1998,1310675456
"397","United Kingdom","GBR","World","WLD",1998,311879512480
"398","United Kingdom","GBR","World","WLD",1998,270295285330
"399","United Rep. of Tanzania","TZA","World","WLD",1998,1670766464
"400","United Rep. of Tanzania","TZA","World","WLD",1998,630078400
"401","USA","USA","World","WLD",1998,944350087088
"402","USA","USA","World","WLD",1998,680434596823
"403","USA","USA","World","WLD",1998,45760606573
"404","Uruguay","URY","World","WLD",1998,3807613952
"405","Uruguay","URY","World","WLD",1998,2769650688
"406","Venezuela","VEN","World","WLD",1998,14250360832
"407","Venezuela","VEN","World","WLD",1998,17054107648
"408","Zambia","ZMB","World","WLD",1998,1099536256
"409","Zambia","ZMB","World","WLD",1998,1032256960
"410","Albania","ALB","World","WLD",1999,1154351169
"411","Albania","ALB","World","WLD",1999,351097824
"412","Algeria","DZA","World","WLD",1999,9161845368
"413","Algeria","DZA","World","WLD",1999,12525276632
"414","Andorra","AND","World","WLD",1999,1078680594
"415","Andorra","AND","World","WLD",1999,42680600
"416","Antigua and Barbuda","ATG","World","WLD",1999,356003488
"417","Antigua and Barbuda","ATG","World","WLD",1999,14974068
"418","Antigua and Barbuda","ATG","World","WLD",1999,11580738
"419","Azerbaijan","AZE","World","WLD",1999,1035652323
"420","Azerbaijan","AZE","World","WLD",1999,929225537
"421","Argentina","ARG","World","WLD",1999,25507944033
"422","Argentina","ARG","World","WLD",1999,23332660078
"423","Australia","AUS","World","WLD",1999,65198357215
"424","Australia","AUS","World","WLD",1999,54534196028
"425","Australia","AUS","World","WLD",1999,3454320071
"426","Austria","AUT","World","WLD",1999,66003473393
"427","Austria","AUT","World","WLD",1999,59271554655
"428","Bahamas","BHS","World","WLD",1999,1750850304
"429","Bahamas","BHS","World","WLD",1999,426030400
"430","Bahamas","BHS","World","WLD",1999,231869696
"431","Armenia","ARM","World","WLD",1999,810846494
"432","Armenia","ARM","World","WLD",1999,231666237
"433","Belgium","BEL","World","WLD",1999,164603472960
"434","Belgium","BEL","World","WLD",1999,178866828247
"435","Bhutan","BTN","World","WLD",1999,182077408
"436","Bhutan","BTN","World","WLD",1999,115950052
"437","Bolivia (Plurinational State of)","BOL","World","WLD",1999,1835407742
"438","Bolivia (Plurinational State of)","BOL","World","WLD",1999,1401883454
"439","Brazil","BRA","World","WLD",1999,51747393438
"440","Brazil","BRA","World","WLD",1999,48011410609
"441","Belize","BLZ","World","WLD",1999,284586880
"442","Belize","BLZ","World","WLD",1999,140743376
"443","Belize","BLZ","World","WLD",1999,55279504
"444","Bulgaria","BGR","World","WLD",1999,5409527038
"445","Bulgaria","BGR","World","WLD",1999,3924528950
"446","Belarus","BLR","World","WLD",1999,6673728512
"447","Belarus","BLR","World","WLD",1999,5908927488
"448","Canada","CAN","World","WLD",1999,215554886332
"449","Canada","CAN","World","WLD",1999,238778007509
"450","Cabo Verde","CPV","World","WLD",1999,262204816
"451","Cabo Verde","CPV","World","WLD",1999,50152720
"452","Cabo Verde","CPV","World","WLD",1999,38369080
"453","Central African Rep.","CAF","World","WLD",1999,95346416
"454","Central African Rep.","CAF","World","WLD",1999,110049480
"455","Sri Lanka","LKA","World","WLD",1999,5338225152
"456","Sri Lanka","LKA","World","WLD",1999,4467271168
"457","Chile","CHL","World","WLD",1999,13891477545
"458","Chile","CHL","World","WLD",1999,15619179063
"459","China","CHN","World","WLD",1999,165699066576
"460","China","CHN","World","WLD",1999,194930778542
"461","Colombia","COL","World","WLD",1999,10659186688
"462","Colombia","COL","World","WLD",1999,11617030144
"463","Costa Rica","CRI","World","WLD",1999,5986504619
"464","Costa Rica","CRI","World","WLD",1999,6283076111
"465","Croatia","HRV","World","WLD",1999,7777378559
"466","Croatia","HRV","World","WLD",1999,4279690427
"467","Cuba","CUB","World","WLD",1999,4391241802
"468","Cuba","CUB","World","WLD",1999,1495833377
"469","Cyprus","CYP","World","WLD",1999,3617947136
"470","Cyprus","CYP","World","WLD",1999,997005504
"471","Cyprus","CYP","World","WLD",1999,601891968
"472","Czechia","CZE","World","WLD",1999,28837311765
"473","Czechia","CZE","World","WLD",1999,26842601535
"474","Benin","BEN","World","WLD",1999,690955008
"475","Benin","BEN","World","WLD",1999,225627216
"476","Denmark","DNK","World","WLD",1999,44316614710
"477","Denmark","DNK","World","WLD",1999,49027809020
"478","Dominica","DMA","World","WLD",1999,132828320
"479","Dominica","DMA","World","WLD",1999,54316352
"480","Dominica","DMA","World","WLD",1999,2141937
"481","Ecuador","ECU","World","WLD",1999,3017166537
"482","Ecuador","ECU","World","WLD",1999,4451080724
"483","El Salvador","SLV","World","WLD",1999,3128087329
"484","El Salvador","SLV","World","WLD",1999,1164156461
"485","Estonia","EST","World","WLD",1999,4109452226
"486","Estonia","EST","World","WLD",1999,3017194127
"487","Faeroe Isds","FRO","World","WLD",1999,477465030
"488","Faeroe Isds","FRO","World","WLD",1999,477880406
"489","Finland","FIN","World","WLD",1999,31614075338
"490","Finland","FIN","World","WLD",1999,41765477900
"491","France","FRA","World","WLD",1999,286592827392
"492","France","FRA","World","WLD",1999,296025161728
"493","French Polynesia","PYF","World","WLD",1999,927005761
"494","French Polynesia","PYF","World","WLD",1999,248894452
"495","Gabon","GAB","World","WLD",1999,899443356
"496","Gabon","GAB","World","WLD",1999,2072117903
"497","Georgia","GEO","World","WLD",1999,603134080
"498","Georgia","GEO","World","WLD",1999,238166192
"499","Gambia","GMB","World","WLD",1999,192156944
"500","Gambia","GMB","World","WLD",1999,12287982
"501","Germany","DEU","World","WLD",1999,473500680192
"502","Germany","DEU","World","WLD",1999,542835572736
"503","Greece","GRC","World","WLD",1999,30434422777
"504","Greece","GRC","World","WLD",1999,11035073886
"505","Greenland","GRL","World","WLD",1999,418303313
"506","Greenland","GRL","World","WLD",1999,289458589
"507","Guatemala","GTM","World","WLD",1999,4554308306
"508","Guatemala","GTM","World","WLD",1999,2458210035
"509","Guinea","GIN","World","WLD",1999,555924928
"510","Guinea","GIN","World","WLD",1999,473871648
"511","Guyana","GUY","World","WLD",1999,479928992
"512","Guyana","GUY","World","WLD",1999,474202880
"513","Guyana","GUY","World","WLD",1999,3451004
"514","Honduras","HND","World","WLD",1999,2673677312
"515","Honduras","HND","World","WLD",1999,1164394368
"516","China, Hong Kong SAR","HKG","World","WLD",1999,180710618558
"517","China, Hong Kong SAR","HKG","World","WLD",1999,174402740756
"518","China, Hong Kong SAR","HKG","World","WLD",1999,152022109016
"519","Hungary","HUN","World","WLD",1999,28008226000
"520","Hungary","HUN","World","WLD",1999,25012186000
"521","Iceland","ISL","World","WLD",1999,2315481856
"522","Iceland","ISL","World","WLD",1999,2009715840
"523","Indonesia","IDN","World","WLD",1999,24003249538
"524","Indonesia","IDN","World","WLD",1999,48665419481
"525","Iran","IRN","World","WLD",1999,12621764573
"526","Iran","IRN","World","WLD",1999,20008248712
"527","Ireland","IRL","World","WLD",1999,47207837696
"528","Ireland","IRL","World","WLD",1999,71226728448
